effective_date,name,old_ticker,new_ticker,reason
12/23/2011,Kupang Resources Ltd,CHMDA AU,CHM AU,Deferred Delivery
12/23/2011,World Titanium Resources Ltd,BOMDA AU,BOM AU,Deferred Delivery
12/23/2011,Connected IO Ltd,AEX AU,LRR AU,Name Change
12/23/2011,Connected IO Ltd,AEXCD AU,LRRCD AU,Name Change
12/28/2011,Fin Resources Ltd,OGYDA AU,OGY AU,Change of Exchange
12/28/2011,BBX Minerals Ltd,BBX AU,BBXDA AU,Deferred Delivery
12/29/2011,Apollo Consolidated Ltd,AOP AU,AOPDA AU,Deferred Delivery
12/29/2011,One North Entertainment Ltd,RGM AU,ONL AU,Name Change
12/29/2011,Spookfish Ltd,WWW AU,WSR AU,Name Change
12/29/2011,Spookfish Ltd,WWWO AU,WSRO AU,Name Change
12/30/2011,IVS Holdings Ltd,FTDDC AU,FTD AU,Deferred Delivery
12/30/2011,Cycliq Group Ltd,MDA AU,SPS AU,Name Change
12/30/2011,Cycliq Group Ltd,MDAOA AU,SPSOA AU,Name Change
12/30/2011,Cycliq Group Ltd,MDADB AU,SPSDB AU,Name Change
1/3/2012,Kogi Iron Ltd,EIODC AU,EIO AU,Deferred Delivery
1/3/2012,Octanex Ltd,OXXCA AU,OXXCB AU,Change of Exchange
1/5/2012,Abilene Oil and Gas Ltd,ERH AU,WLR AU,Name Change
1/5/2012,Abilene Oil and Gas Ltd,ERHOA AU,WLROA AU,Name Change
1/6/2012,FBR Ltd,DMYDA AU,DMY AU,Deferred Delivery
1/6/2012,World Titanium Resources Ltd,BOM AU,WTR AU,Name Change
1/10/2012,Bisalloy Steel Group Ltd,BIS AU,BISDA AU,Deferred Delivery
1/11/2012,Austco Healthcare Ltd,TSH AU,AZV AU,Name Change
1/12/2012,BBX Minerals Ltd,BBXDA AU,BBX AU,Deferred Delivery
1/12/2012,FE Investments Group Ltd,CGQ AU,CFY AU,Name Change
1/12/2012,IVS Holdings Ltd,FTD AU,CUI AU,Name Change
1/13/2012,Apollo Consolidated Ltd,AOPDA AU,AOP AU,Deferred Delivery
1/17/2012,Zinc of Ireland NL,GNI AU,GXN AU,Name Change
1/17/2012,Zinc of Ireland NL,GNICA AU,GXNCA AU,Name Change
1/17/2012,Mercantile Investment Co Ltd,INE AU,MVT AU,Name Change
1/17/2012,Zinc of Ireland NL,GNIAQ AU,GXNAQ AU,Name Change
1/17/2012,Zinc of Ireland NL,GNIOA AU,GXNOA AU,Name Change
1/17/2012,Zinc of Ireland NL,GNIOB AU,GXNOB AU,Name Change
1/19/2012,Clarity OSS Ltd,PWR AU,CYO AU,Name Change
1/24/2012,Bisalloy Steel Group Ltd,BISDA AU,BIS AU,Deferred Delivery
1/24/2012,Land & Homes Group Ltd,MOV AU,MOVDA AU,Deferred Delivery
1/25/2012,AAT Corp Ltd,AAT AU,AATDA AU,Change of Exchange
1/27/2012,KGL Resources Ltd/Australia,KGL AU,KGLDA AU,Deferred Delivery
1/30/2012,Nuwellis Inc,SHC AU,SHCDA AU,Deferred Delivery
1/31/2012,Balamara Resources Ltd,SSC AU,BMB AU,Name Change
1/31/2012,Warrego Energy Ltd,OIP AU,PRL AU,Name Change
2/8/2012,Land & Homes Group Ltd,MOVDA AU,MOV AU,Change of Exchange
2/8/2012,AAT Corp Ltd,AATDA AU,AAT AU,Deferred Delivery
2/8/2012,Valmec Ltd,CXN AU,CXNDA AU,Deferred Delivery
2/10/2012,KGL Resources Ltd/Australia,KGLDA AU,KGL AU,Deferred Delivery
2/13/2012,Harris Technology Group Ltd,ABN AU,ABNDA AU,Reverse Stock Split
2/13/2012,Nuwellis Inc,SHCDA AU,SHC AU,Deferred Delivery
2/14/2012,AWN Holdings Ltd,ISL AU,ISLDA AU,Deferred Delivery
2/14/2012,Rhipe Ltd,FRR AU,FRRDA AU,Deferred Delivery
2/20/2012,TV2U International Ltd,PTO AU,PTODA AU,Deferred Delivery
2/22/2012,Valmec Ltd,CXNDA AU,CXN AU,Deferred Delivery
2/24/2012,Spirit Technology Solutions Ltd,TNC AU,TNCDA AU,Deferred Delivery
2/27/2012,Harris Technology Group Ltd,ABNDA AU,ABN AU,Deferred Delivery
2/28/2012,Abacus Property Group,ABP AU,ABPDC AU,Deferred Delivery
2/28/2012,Rhipe Ltd,FRRDA AU,FRR AU,Deferred Delivery
2/29/2012,AWN Holdings Ltd,ISLDA AU,ISL AU,Deferred Delivery
3/2/2012,E79 Gold Mines Ltd,ACZ AU,ZAM AU,Name Change
3/2/2012,E79 Gold Mines Ltd,ACZO AU,ZAMO AU,Name Change
3/5/2012,TV2U International Ltd,PTODA AU,PTO AU,Deferred Delivery
3/9/2012,Spirit Technology Solutions Ltd,TNCDA AU,TNC AU,Deferred Delivery
3/9/2012,Valmec Ltd,CXN AU,CRV AU,Name Change
3/14/2012,Abacus Property Group,ABPDC AU,ABP AU,Deferred Delivery
3/19/2012,Bioxyne Ltd,PCC AU,PCCDC AU,Deferred Delivery
3/19/2012,Bullabulling Gold Ltd,GGB AU,BAB AU,Name Change
3/27/2012,Raiden Resources Ltd,SVC AU,SVCDA AU,Deferred Delivery
3/29/2012,SportsHero Ltd,RHM AU,NVI AU,Name Change
3/30/2012,Bioxyne Ltd,PCCDC AU,PCC AU,Deferred Delivery
4/4/2012,Goodman Group,GMG AU,GMGDA AU,Deferred Delivery
4/10/2012,Emu NL,EMU AU,EMUDA AU,Deferred Delivery
4/10/2012,Bioxyne Ltd,PCC AU,BXN AU,Name Change
4/10/2012,Bioxyne Ltd,PCCO AU,BXNO AU,Name Change
4/11/2012,Trustee For The Armstrong Jones Office Fund/The,IOF AU,IOFDA AU,Deferred Delivery
4/12/2012,Lantern Hotel Group Ltd,IEF AU,IEFDA AU,Reclassification of Shares
4/12/2012,Raiden Resources Ltd,SVCDA AU,SVC AU,Deferred Delivery
4/18/2012,Prospect Resources Ltd,ETH AU,PSC AU,Name Change
4/19/2012,Goodman Group,GMGDA AU,GMG AU,Deferred Delivery
4/24/2012,Apex Minerals NL,AXM AU,AXMDA AU,Deferred Delivery
4/24/2012,Victory Goldfields Ltd,EDS AU,HDX AU,Name Change
4/26/2012,Trustee For The Armstrong Jones Office Fund/The,IOFDA AU,IOF AU,Deferred Delivery
4/27/2012,Lantern Hotel Group Ltd,IEFDA AU,IEF AU,Deferred Delivery
4/30/2012,Emu NL,EMUDA AU,EMU AU,Deferred Delivery
4/30/2012,Cheviot Kirribilly Vineyard Property Ltd,CKP AU,CKPDA AU,Change of Class of Share
5/1/2012,Health and Plant Protein Group Ltd,BUG AU,BUGDA AU,Deferred Delivery
5/7/2012,Apex Minerals NL,AXMDA AU,AXM AU,Deferred Delivery
5/9/2012,Astron Corp Ltd,ATR AU,ATRDC AU,Deferred Delivery
5/11/2012,Cheviot Kirribilly Vineyard Property Ltd,CKPDA AU,CKP AU,Deferred Delivery
5/15/2012,Health and Plant Protein Group Ltd,BUGDA AU,BUG AU,Deferred Delivery
5/16/2012,Global Strategic Metals NL,ECM AU,ECMDA AU,Deferred Delivery
5/17/2012,PYX Resources Ltd,ORC AU,ORCDA AU,Deferred Delivery
5/17/2012,New Talisman Gold Mines Ltd,HTM AU,NTL AU,Name Change
5/17/2012,Tesoro Resources Ltd,COT AU,COTDA AU,Deferred Delivery
5/18/2012,Eagers Automotive Ltd,APE AU,APEDA AU,Deferred Delivery
5/23/2012,Hexagon Energy Materials Ltd,FLS AU,FLSDA AU,Deferred Delivery
5/23/2012,Astron Corp Ltd,ATRDC AU,ATR AU,Deferred Delivery
5/25/2012,Pacific Dairies Ltd,MPD AU,MPDDA AU,Deferred Delivery
5/28/2012,Cyclopharm Ltd,CYC AU,CYCDA AU,Deferred Delivery
5/28/2012,Ingenia Communities Group,ILF AU,ILFDA AU,Deferred Delivery
5/28/2012,Agrimin Ltd,GRM AU,GRMDA AU,Deferred Delivery
5/29/2012,Kupang Resources Ltd,CHM AU,CHMDC AU,Reverse Stock Split
5/30/2012,Vicinity Holdings Ltd,CFX AU,CFXDA AU,Change of Class of Share
5/30/2012,Eagers Automotive Ltd,APEDA AU,APE AU,Deferred Delivery
5/30/2012,Global Strategic Metals NL,ECMDA AU,ECM AU,Deferred Delivery
5/31/2012,PYX Resources Ltd,ORCDA AU,ORC AU,Deferred Delivery
5/31/2012,Integrated Green Energy Solution Ltd,MGK AU,FOY AU,Name Change
5/31/2012,Tesoro Resources Ltd,COTDA AU,COT AU,Deferred Delivery
5/31/2012,Integrated Green Energy Solution Ltd,MGKOA AU,FOYOA AU,Name Change
6/1/2012,Global Strategic Metals NL,ECM AU,GSZ AU,Name Change
6/1/2012,Redcliffe Resources Ltd,PRE AU,PREDA AU,Deferred Delivery
6/1/2012,Global Strategic Metals NL,ECMO AU,GSZO AU,Name Change
6/1/2012,Global Strategic Metals NL,ECMDB AU,GSZDB AU,Name Change
6/4/2012,Ausmani Ltd,WWG AU,WWGDA AU,Deferred Delivery
6/4/2012,Tempo Australia Ltd,FER AU,FERDA AU,Deferred Delivery
6/6/2012,Hexagon Energy Materials Ltd,FLSDA AU,FLS AU,Deferred Delivery
6/8/2012,Lion One Australia Pty Ltd,UTO AU,AYE AU,Name Change
6/8/2012,Ingenia Communities Group,ILFDA AU,ILF AU,Deferred Delivery
6/8/2012,Pacific Dairies Ltd,MPDDA AU,MPD AU,Deferred Delivery
6/12/2012,Cyclopharm Ltd,CYCDA AU,CYC AU,Deferred Delivery
6/12/2012,Agrimin Ltd,GRMDA AU,GRM AU,Deferred Delivery
6/12/2012,Ardiden Ltd,EDM AU,SAT AU,Name Change
6/12/2012,Ardiden Ltd,EDMOA AU,SATOA AU,Name Change
6/13/2012,Kupang Resources Ltd,CHMDC AU,CHM AU,Deferred Delivery
6/13/2012,Pacific Dairies Ltd,MPD AU,AYB AU,Name Change
6/13/2012,Ingenia Communities Group,ILF AU,INA AU,Name Change
6/13/2012,Hexagon Energy Materials Ltd,FLS AU,LMB AU,Name Change
6/14/2012,Vicinity Holdings Ltd,CFXDA AU,CFX AU,Deferred Delivery
6/14/2012,Kupang Resources Ltd,CHM AU,KPR AU,Name Change
6/15/2012,Redcliffe Resources Ltd,PREDA AU,PRE AU,Deferred Delivery
6/18/2012,Enero Group Ltd,PGA AU,PGADC AU,Deferred Delivery
6/19/2012,Balamara Resources Ltd,BMB AU,BMBDA AU,Deferred Delivery
6/19/2012,Tempo Australia Ltd,FERDA AU,FER AU,Deferred Delivery
6/21/2012,Tempo Australia Ltd,FER AU,TPP AU,Name Change
6/21/2012,Vonex Ltd,GDN AU,AWD AU,Name Change
6/21/2012,Vonex Ltd,GDNO AU,AWDO AU,Name Change
6/22/2012,Rision Ltd,RCM AU,RCMDA AU,Deferred Delivery
6/26/2012,El Corp Ltd,EIM AU,EIMDA AU,Deferred Delivery
7/2/2012,ACN 004 410 833 Ltd,OST AU,ARI AU,Name Change
7/2/2012,Enero Group Ltd,PGADC AU,PGA AU,Deferred Delivery
7/2/2012,ACN 004 410 833 Ltd,OSTIOL AU,ARIIOL AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTDOL AU,ARIDOL AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTSMA AU,ARISMA AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTIOO AU,ARIIOO AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTDOO AU,ARIDOO AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKOQ AU,ARIKOQ AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKMP AU,ARIKMP AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKMD AU,ARIKMD AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKMQ AU,ARIKMQ AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKOF AU,ARIKOF AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKRF AU,ARIKRF AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKRG AU,ARIKRG AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTQRA AU,ARIQRA AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTQRB AU,ARIQRB AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKOH AU,ARIKOH AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKME AU,ARIKME AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKOI AU,ARIKOI AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKOR AU,ARIKOR AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTQRP AU,ARIQRP AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTQRQ AU,ARIQRQ AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTQRR AU,ARIQRR AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTKOS AU,ARIKOS AU,Name Change
7/2/2012,ACN 004 410 833 Ltd,OSTQRC AU,ARIQRC AU,Name Change
7/3/2012,Beam Communications Holdings Ltd,WRR AU,WRRDA AU,Reverse Stock Split
7/3/2012,Balamara Resources Ltd,BMBDA AU,BMB AU,Deferred Delivery
7/3/2012,Enero Group Ltd,PGA AU,EGG AU,Name Change
7/6/2012,Waterberg Coal Co Ltd/The,RNG AU,RNGDA AU,Deferred Delivery
7/6/2012,Rision Ltd,RCMDA AU,RCM AU,Deferred Delivery
7/6/2012,Inca Minerals Ltd,CNK AU,ICG AU,Name Change
7/9/2012,ECLIPSE METALS LTD,EUL AU,EPM AU,Name Change
7/10/2012,El Corp Ltd,EIMDA AU,EIM AU,Change of Exchange
7/11/2012,Ausmani Ltd,WWGDA AU,WWG AU,Deferred Delivery
7/13/2012,Ausmani Ltd,WWG AU,ABF AU,Name Change
7/17/2012,Beam Communications Holdings Ltd,WRRDA AU,WRR AU,Deferred Delivery
7/18/2012,Waterberg Coal Co Ltd/The,RNGDA AU,RNG AU,Deferred Delivery
7/31/2012,Respiri Ltd,ISN AU,ISNDA AU,Deferred Delivery
8/2/2012,ALS Ltd,CPB AU,CPBDA AU,Deferred Delivery
8/2/2012,Rent.com.au Ltd,SLT AU,SLTDA AU,Deferred Delivery
8/8/2012,YPB Group Ltd,AUV AU,AUVDA AU,Deferred Delivery
8/9/2012,Orbis Gold Pty Ltd,MET AU,OBS AU,Name Change
8/14/2012,Respiri Ltd,ISNDA AU,ISN AU,Deferred Delivery
8/14/2012,Goodman Group,GMG AU,GMGDC AU,Deferred Delivery
8/16/2012,PYX Resources Ltd,ORC AU,CSP AU,Name Change
8/17/2012,Challenger Diversified Properties Group,CDI AU,CDIDA AU,Deferred Delivery
8/17/2012,ALS Ltd,CPBDA AU,CPB AU,Deferred Delivery
8/17/2012,Rent.com.au Ltd,SLTDA AU,SLT AU,Deferred Delivery
8/21/2012,ALS Ltd,CPB AU,ALQ AU,Name Change
8/21/2012,MGC Pharmaceuticals Ltd,HEA AU,HEADA AU,Deferred Delivery
8/21/2012,ALS Ltd,CPBJOA AU,ALQJOA AU,Name Change
8/21/2012,ALS Ltd,CPBJOC AU,ALQJOC AU,Name Change
8/21/2012,ALS Ltd,CPBJOD AU,ALQJOD AU,Name Change
8/21/2012,ALS Ltd,CPBKMB AU,ALQKMB AU,Name Change
8/21/2012,ALS Ltd,CPBKMQ AU,ALQKMQ AU,Name Change
8/21/2012,ALS Ltd,CPBKMR AU,ALQKMR AU,Name Change
8/21/2012,ALS Ltd,CPBKOB AU,ALQKOB AU,Name Change
8/21/2012,ALS Ltd,CPBKOC AU,ALQKOC AU,Name Change
8/21/2012,ALS Ltd,CPBKOS AU,ALQKOS AU,Name Change
8/21/2012,ALS Ltd,CPBKOT AU,ALQKOT AU,Name Change
8/22/2012,YPB Group Ltd,AUVDA AU,AUV AU,Name Change
8/27/2012,Redcliffe Resources Ltd,PRE AU,RCF AU,Name Change
8/27/2012,Redcliffe Resources Ltd,PREOA AU,RCFOA AU,Name Change
8/27/2012,Redcliffe Resources Ltd,PREDB AU,RCFDB AU,Name Change
8/28/2012,Goodman Group,GMGDC AU,GMG AU,Deferred Delivery
8/28/2012,Pensana Metals Ltd,BUT AU,RVY AU,Name Change
8/28/2012,Pensana Metals Ltd,BUTO AU,RVYO AU,Name Change
8/29/2012,iCollege Ltd,DGI AU,DGIDA AU,Deferred Delivery
8/31/2012,Challenger Diversified Properties Group,CDIDA AU,CDI AU,Deferred Delivery
8/31/2012,Kollakorn Corp Ltd,MIK AU,KKL AU,Name Change
8/31/2012,Diverger Ltd,EQF AU,EAS AU,Name Change
9/4/2012,Equus Mining Ltd,CIG AU,CIGDA AU,Name Change
9/4/2012,MGC Pharmaceuticals Ltd,HEADA AU,HEA AU,Reverse Stock Split
9/5/2012,Invion Ltd,CBZ AU,IVX AU,Name Change
9/5/2012,Invion Ltd,CBZO AU,IVXO AU,Name Change
9/6/2012,MGC Pharmaceuticals Ltd,HEA AU,ERI AU,Name Change
9/7/2012,NetLinkz Ltd,MYA AU,MYADA AU,Deferred Delivery
9/12/2012,Champion Iron Ltd,MAB AU,MABDA AU,Reverse Stock Split
9/12/2012,iCollege Ltd,DGIDA AU,DGI AU,Deferred Delivery
9/12/2012,Pearl Global Ltd,CGV AU,CTR AU,Name Change
9/12/2012,Pearl Global Ltd,CGVOA AU,CTROA AU,Change of Exchange
9/17/2012,Titan Minerals Ltd,MUN AU,MIZ AU,Name Change
9/17/2012,Titan Minerals Ltd,MUNO AU,MIZO AU,Change of Exchange
9/18/2012,Equus Mining Ltd,CIGDA AU,CIG AU,Deferred Delivery
9/20/2012,Property Connect Holdings Ltd,FWA AU,CQA AU,Name Change
9/24/2012,IOUpay Ltd,OMI AU,OMIDA AU,Deferred Delivery
9/25/2012,Brockman Mining Ltd,WNI AU,BCK AU,Name Change
9/25/2012,Brockman Mining Ltd,WNIO AU,BCKO AU,Name Change
9/26/2012,Champion Iron Ltd,MABDA AU,MAB AU,Name Change
10/3/2012,NetLinkz Ltd,MYADA AU,MYA AU,Name Change
10/3/2012,First Growth Funds Ltd,FGF AU,FGFDA AU,Deferred Delivery
10/4/2012,Dimerix Ltd,SBN AU,SBNDA AU,Change of Exchange
10/8/2012,IOUpay Ltd,OMIDA AU,OMI AU,Deferred Delivery
10/9/2012,Land and Mineral Exploration Ltd,BCR AU,BCRDA AU,Reverse Stock Split
10/9/2012,Theta Gold Mines Ltd,MRJ AU,SWJ AU,Change of Exchange
10/10/2012,Tombador Iron Ltd,ABQ AU,ABQDA AU,Deferred Delivery
10/10/2012,Celsius Resources Ltd,VRE AU,CLA AU,Name Change
10/15/2012,Kingston Resources Ltd,NUW AU,NUWDG AU,Deferred Delivery
10/16/2012,CrowdSpark Ltd,PIE AU,PIEDA AU,Deferred Delivery
10/16/2012,Invigor Group Ltd,HYO AU,IVO AU,Name Change
10/18/2012,Dimerix Ltd,SBNDA AU,SBN AU,Deferred Delivery
10/22/2012,First Growth Funds Ltd,FGFDA AU,FGF AU,Deferred Delivery
10/22/2012,KalNorth Gold Mines Ltd,CRK AU,KGM AU,Name Change
10/23/2012,Land and Mineral Exploration Ltd,BCRDA AU,BCR AU,Deferred Delivery
10/24/2012,Wolf Petroleum Ltd,STZ AU,STZDA AU,Deferred Delivery
10/25/2012,Tombador Iron Ltd,ABQDA AU,ABQ AU,Deferred Delivery
10/29/2012,Kingston Resources Ltd,NUWDG AU,NUW AU,Deferred Delivery
10/29/2012,Land and Mineral Exploration Ltd,BCR AU,BLH AU,Name Change
10/29/2012,Flagship Investments Ltd,HIP AU,FSI AU,Name Change
10/30/2012,Orinoco Gold Ltd,STK AU,OGX AU,Name Change
10/30/2012,Orinoco Gold Ltd,STKO AU,OGXO AU,Name Change
10/31/2012,Kingston Resources Ltd,NUW AU,KSN AU,Name Change
10/31/2012,Yowie Group Ltd,GSF AU,GSFDA AU,Deferred Delivery
10/31/2012,CrowdSpark Ltd,PIEDA AU,PIE AU,Deferred Delivery
10/31/2012,Kingston Resources Ltd,NUWOA AU,KSNOA AU,Name Change
10/31/2012,Kingston Resources Ltd,NUWOC AU,KSNOC AU,Name Change
11/1/2012,Big Un Ltd,RAU AU,RAUDA AU,Deferred Delivery
11/2/2012,Constellation Technologies Ltd,AGX AU,AGXDA AU,Deferred Delivery
11/8/2012,Wolf Petroleum Ltd,STZDA AU,STZ AU,Deferred Delivery
11/9/2012,Gasfields Ltd,OMX AU,MPE AU,Name Change
11/12/2012,Wolf Petroleum Ltd,STZ AU,WOF AU,Change of Exchange
11/13/2012,Yowie Group Ltd,GSFDA AU,GSF AU,Deferred Delivery
11/14/2012,Yowie Group Ltd,GSF AU,YOW AU,Name Change
11/16/2012,PerkinElmer Health Sciences Australia Pty Ltd,AOM AU,AOMDA AU,Deferred Delivery
11/16/2012,Big Un Ltd,RAUDA AU,RAU AU,Deferred Delivery
11/19/2012,Constellation Technologies Ltd,AGXDA AU,AGX AU,Deferred Delivery
11/21/2012,Auroch Minerals Ltd,TNV AU,AOU AU,Name Change
11/22/2012,EML Payments Ltd,AAO AU,EML AU,Name Change
11/22/2012,EML Payments Ltd,AAOO AU,EMLO AU,Name Change
11/26/2012,Lantern Hotel Group Ltd,IEF AU,LTN AU,Name Change
11/26/2012,Besra Gold Inc,OYM AU,BEZ AU,Name Change
11/27/2012,DUET Group,DUE AU,DUEDA AU,Deferred Delivery
11/27/2012,Caravel Minerals Ltd,SWN AU,CVV AU,Name Change
11/27/2012,Caravel Minerals Ltd,SWNO AU,CVVO AU,Name Change
11/29/2012,Nexus Minerals Ltd,HEM AU,NXM AU,Name Change
11/30/2012,PerkinElmer Health Sciences Australia Pty Ltd,AOMDA AU,AOM AU,Deferred Delivery
11/30/2012,Gondwana Resources Ltd,GDA AU,GDADA AU,Deferred Delivery
11/30/2012,Nearmap Ltd,IPR AU,NEA AU,Name Change
11/30/2012,Mallee Resources Ltd,TEU AU,TND AU,Name Change
12/3/2012,Jervois Global Ltd,JRV AU,JRVDA AU,Deferred Delivery
12/3/2012,Nzuri Copper Ltd,RER AU,RERDA AU,Deferred Delivery
12/3/2012,Global Health Ltd,GLH AU,GLHDA AU,Deferred Delivery
12/3/2012,Fitzroy River Corp Ltd,EPG AU,FZR AU,Name Change
12/3/2012,Direct Nickel Ltd,WTG AU,DIR AU,Name Change
12/4/2012,Province Resources Ltd,AAE AU,AAEDC AU,Deferred Delivery
12/4/2012,Aveo Group,FKP AU,FKPDA AU,Deferred Delivery
12/4/2012,Victory Goldfields Ltd,HDX AU,HDXDA AU,Deferred Delivery
12/4/2012,HUB24 Ltd,INQ AU,INQDA AU,Deferred Delivery
12/4/2012,Laneway Resources Ltd,RSN AU,RSNDA AU,Deferred Delivery
12/5/2012,Equus Mining Ltd,CIG AU,EQE AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRN AU,AZJ AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNISO AU,AZJISO AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKCA AU,AZJKCA AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKCB AU,AZJKCB AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKCP AU,AZJKCP AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKOQ AU,AZJKOQ AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKCQ AU,AZJKCQ AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKOR AU,AZJKOR AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKOZ AU,AZJKOZ AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKMA AU,AZJKMA AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKRA AU,AZJKRA AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKMB AU,AZJKMB AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKRB AU,AZJKRB AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKMQ AU,AZJKMQ AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKRC AU,AZJKRC AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKMR AU,AZJKMR AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKRQ AU,AZJKRQ AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKOA AU,AZJKOA AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKRS AU,AZJKRS AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNQRP AU,AZJQRP AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKOB AU,AZJKOB AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNQRQ AU,AZJQRQ AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNSOE AU,AZJSOE AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKOF AU,AZJKOF AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNSRT AU,AZJSRT AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNKOP AU,AZJKOP AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNSRX AU,AZJSRX AU,Name Change
12/5/2012,Aurizon Holdings Ltd,QRNSZX AU,AZJSZX AU,Name Change
12/6/2012,Intecq Ltd,EBT AU,EBTDA AU,Deferred Delivery
12/6/2012,BCD Resources NL,BCD AU,BCDDA AU,Deferred Delivery
12/6/2012,Bluestone Global Ltd,HUM AU,BUE AU,Name Change
12/7/2012,BlueScope Steel Ltd,BSL AU,BSLDA AU,Deferred Delivery
12/7/2012,Arovella Therapeutics Ltd,EMS AU,SUD AU,Name Change
12/7/2012,Kogi Iron Ltd,EIO AU,KFE AU,Name Change
12/7/2012,Adslot Ltd,WFM AU,ADJ AU,Name Change
12/7/2012,Merlin Diamonds Ltd,NAD AU,MED AU,Name Change
12/7/2012,Arovella Therapeutics Ltd,EMSOA AU,SUDOA AU,Name Change
12/7/2012,Kogi Iron Ltd,EIOO AU,KFEO AU,Name Change
12/10/2012,Ascot Resources Ltd/Australia,EPC AU,AZQ AU,Name Change
12/10/2012,Kazakhstan Potash Corp Ltd,FMJ AU,KPC AU,Name Change
12/10/2012,Anova Metals Ltd,KRE AU,AWV AU,Name Change
12/11/2012,DUET Group,DUEDA AU,DUE AU,Deferred Delivery
12/12/2012,First Graphene Ltd,ROB AU,ROBDA AU,Deferred Delivery
12/13/2012,Black Star Petroleum Ltd,SKM AU,BSP AU,Name Change
12/14/2012,Aveo Group,FKPDA AU,FKP AU,Deferred Delivery
12/14/2012,Gondwana Resources Ltd,GDADA AU,GDA AU,Deferred Delivery
12/14/2012,Ochre Group Holdings Ltd,RRI AU,OGH AU,Name Change
12/17/2012,Global Health Ltd,GLHDA AU,GLH AU,Deferred Delivery
12/17/2012,Nzuri Copper Ltd,RERDA AU,RER AU,Deferred Delivery
12/17/2012,Jervois Global Ltd,JRVDA AU,JRV AU,Deferred Delivery
12/18/2012,Province Resources Ltd,AAEDC AU,AAE AU,Deferred Delivery
12/18/2012,Laneway Resources Ltd,RSNDA AU,RSN AU,Deferred Delivery
12/18/2012,Pental Ltd,SYM AU,PTL AU,Name Change
12/19/2012,Victory Goldfields Ltd,HDXDA AU,HDX AU,Deferred Delivery
12/19/2012,HUB24 Ltd,INQDA AU,INQ AU,Deferred Delivery
12/19/2012,IVS Holdings Ltd,CUI AU,CUIDA AU,Deferred Delivery
12/20/2012,BCD Resources NL,BCDDA AU,BCD AU,Deferred Delivery
12/20/2012,Intecq Ltd,EBTDA AU,EBT AU,Deferred Delivery
12/20/2012,Province Resources Ltd,AAE AU,SCY AU,Name Change
12/21/2012,BlueScope Steel Ltd,BSLDA AU,BSL AU,Deferred Delivery
